ID,Nome,Generi/Temi,Start Date,End Date,Mean Score,Rank,Popularity,Volumi,Capitoli,Stato,Tipo Media,Autori,Serializzazioni
24692,Noragami,"Action, Fantasy, Mythology, Shounen",2010-12-06,2024-01-06,8.36,252,46,27,109,finished,manga, Adachitoka,
39325,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural, Time Travel",2012-06-04,2016-11-04,8.36,253,177,9,49,finished,manga,Kei Sanbe,
142310,Amayo no Tsuki,"Drama, Girls Love, School",2021-06-12,,8.36,255,2740,0,0,currently_publishing,manga, Kuzushiro,
115730,Shadows House,"Fantasy, Mystery, Seinen",2018-09-06,,8.36,257,402,0,0,currently_publishing,manga, Soumatou,
136103,Haruka Tooki Ie,"Boys Love, Drama",2020-09-19,2021-02-27,8.36,259,4907,1,7,finished,manga,Teki Yatsuda,
16081,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,"Drama, Horror, Mystery, Psychological, Shounen",2009-09-19,2011-06-22,8.36,261,1186,5,22,finished,manga,"Kei Natsumi,  Ryukishi07",
660,Versailles no Bara,"Drama, Historical, Military, Romance, Shoujo",1972-05-06,1973-12-08,8.35,262,997,10,82,finished,manga,Riyoko Ikeda,
869,Konjiki no Gash!!,"Action, Adventure, Award Winning, Comedy, Shounen, Supernatural",2001-01-10,2007-12-26,8.35,263,541,33,323,finished,manga,Makoto Raiku,
936,Homunculus,"Drama, Horror, Mystery, Psychological, Seinen, Supernatural",2003-03-17,2011-02-21,8.35,264,79,15,166,finished,manga,Hideo Yamamoto,
48347,Ballroom e Youkoso,"Comedy, Drama, Performing Arts, Romance, School, Shounen, Sports",2011-11-05,,8.35,265,451,0,0,currently_publishing,manga,Tomo Takeuchi,
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",2015-04-30,2021-07-16,8.35,266,90,11,105,finished,manga, Fujita,
122906,Kieta Hatsukoi,"Award Winning, Boys Love, Comedy, Romance, School, Shoujo",2019-06-13,2022-06-13,8.35,270,976,9,39,finished,manga," Aruko, Wataru Hinekure",
923,Kanata kara,"Adventure, Award Winning, Fantasy, Isekai, Mythology, Romance, Shoujo",1991-09-24,2003-01-24,8.34,272,1201,14,57,finished,manga,Kyouko Hikawa,
3281,Hadashi no Gen,"Drama, Historical, Shounen",1973-05-22,1974-09-10,8.34,273,1689,10,54,finished,manga,Keiji Nakazawa,
3571,Ten: Tenhou-doori no Kaidanji,"Adult Cast, Drama, Strategy Game",1989-08,2002-04,8.34,274,3258,18,164,finished,manga,Nobuyuki Fukumoto,
49835,Gochuumon wa Usagi desu ka?,"CGDCT, Comedy, Iyashikei, Workplace",2011-01-19,,8.34,277,2902,0,0,currently_publishing,manga, Koi,
104241,Mairimashita! Iruma-kun,"Comedy, Fantasy, Shounen",2017-03-02,,8.34,278,269,0,0,currently_publishing,manga,Osamu Nishi,
61189,Mahoutsukai no Yome,"Drama, Fantasy, Mythology, Romance, Shounen, Urban Fantasy",2013-11-30,,8.33,283,166,0,0,currently_publishing,manga,Kore Yamazaki,
25096,Gin no Saji,"Award Winning, Comedy, Drama, School, Shounen",2011-04-06,2019-11-27,8.33,281,420,15,131,finished,manga,Hiromu Arakawa,
58141,Machida-kun no Sekai,"Award Winning, Romance, School, Shoujo",2015-03-13,2018-04-13,8.32,284,590,7,28,finished,manga,Yuki Andou,
62023,Mushishi Tokubetsu-hen: Hihamukage,"Fantasy, Historical, Iyashikei, Mystery, Seinen, Supernatural",2013-11-25,2013-12-25,8.32,285,3493,1,2,finished,manga,Yuki Urushibara,
31,Lovely★Complex,"Award Winning, Comedy, Drama, Romance, School, Shoujo",2001-08-13,2007-08-13,8.32,286,258,17,68,finished,manga,Aya Nakahara,
320,Gakuen Alice,"Comedy, Drama, Love Polygon, Romance, School, Shoujo, Super Power",2002-09-05,2013-06-20,8.32,287,418,31,183,finished,manga,Tachibana Higuchi,
895,Full Metal Panic! Sigma,"Action, Mecha, Military, Romance, Shounen",2005-04-09,2013-09-09,8.32,288,1672,19,90,finished,manga,"Shouji Gatou, Hiroshi Ueda",
2895,Piano no Mori,"Award Winning, Drama, Music, Seinen",1998-08-05,2015-11-05,8.32,289,1232,26,242,finished,manga,Makoto Isshiki,
93972,Totsukuni no Shoujo,"Fantasy, Shounen",2015-09-05,2021-03-05,8.32,291,196,11,53,finished,manga, Nagabe,
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",2016-04-26,,8.32,293,632,0,0,currently_publishing,manga,"Chika Toujou, Carlo Zen",
139629,JoJo no Kimyou na Bouken Part 9: The JoJoLands,"Action, Adventure, Seinen, Supernatural",2023-02-17,,8.32,294,397,0,0,currently_publishing,manga,Hirohiko Araki,
147585,Sensou Kyoushitsu,"Action, Fantasy, Military, Shounen",2022-06-03,,8.32,295,2401,0,0,currently_publishing,manga,"Higoro Toumori, Mozuku Sora",
443,Mars,"Drama, Psychological, Romance, Shoujo",1996-01-13,2000-11-13,8.31,296,512,15,59,finished,manga,Fuyumi Souryo,
736,Shin Angyo Onshi,"Action, Adventure, Drama, Fantasy, Historical, Seinen, Supernatural",2001-03-19,2007-08-18,8.31,297,528,17,76,finished,manga,"In-Wan Yoon, Kyung-il Yang",
1013,Touch,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shounen, Sports, Team Sports",1981-08-05,1986-11-12,8.31,298,1453,26,257,finished,manga,Mitsuru Adachi,
1600,Black Jack,"Award Winning, Drama, Medical, Shounen",1973-11-19,1983-10-14,8.31,299,801,25,243,finished,manga,Osamu Tezuka,
3575,Saikyou Densetsu Kurosawa,"Action, Comedy, Delinquents, Drama, Psychological, Seinen, Suspense",2003-01,2006-09,8.31,300,694,11,90,finished,manga,Nobuyuki Fukumoto,
10552,Hoshi no Samidare,"Action, Psychological, Seinen, Supernatural, Suspense",2005-06-30,2010-08-30,8.31,301,286,10,65,finished,manga,Satoshi Mizukami,
123444,Teito Seihai Kitan: Fate/type Redline,"Action, Comedy, Fantasy, Supernatural",2019-12-20,,8.31,304,1331,0,0,currently_publishing,manga," Keikenchi, Ryouji Hirano",
81117,Tokyo Ghoul:re,"Action, Fantasy, Gore, Horror, Psychological, Seinen, Urban Fantasy",2014-10-16,2018-07-05,8.31,305,21,16,181,finished,manga,Sui Ishida,
100922,Blue Giant Supreme,"Music, Seinen",2016-09-10,2020-04-25,8.31,306,4071,11,88,finished,manga,Shinichi Ishizuka,
37755,Saiki Kusuo no Ψ-nan,"Comedy, Gag Humor, School, Shounen, Super Power, Supernatural",2012-05-14,2018-07-26,8.31,308,534,26,290,finished,manga,Shuuichi Asou,
40761,Ookami Kodomo no Ame to Yuki,"Childcare, Drama, Fantasy, Romance, Seinen, Slice of Life",2012-04-04,2013-08-03,8.31,309,749,3,16,finished,manga,"Mamoru Hosoda,  Yuu",
118568,Bocchi the Rock!,"CGDCT, Comedy, Music",2017-12-19,,8.3,310,754,0,0,currently_publishing,manga,Aki Hamaji,
156681,"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou","Fantasy, Isekai, Seinen",2022-07-26,,8.3,312,1756,0,0,currently_publishing,manga,"Takumi Hinoura, Shimatsukasa Nimori",
3378,Kimi ni Todoke,"Award Winning, Romance, School, Shoujo, Slice of Life",2005-08-11,2017-11-13,8.3,313,105,30,125,finished,manga,Karuho Shiina,
12471,Daichouhen Doraemon,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Slice of Life",1980-01,2004-03,8.3,315,5204,24,126,finished,manga,Fujio F. Fujiko,
15306,Takemitsuzamurai,"Award Winning, Historical, Martial Arts, Samurai, Seinen, Slice of Life",2006-08-07,2010-03-15,8.3,316,1360,8,84,finished,manga,"Taiyou Matsumoto, Issei Eifuku",
57791,Canis Series,"Boys Love, Drama, Slice of Life",2012-06-28,,8.3,317,1854,0,0,currently_publishing,manga,Hachi Ishie,
77609,Harukaze no Étranger,"Boys Love, Slice of Life",2014-07-25,,8.3,318,845,0,0,currently_publishing,manga,Kanna Kii,
84983,Chichi to Hige-Gorilla to Watashi,"Childcare, Comedy, Slice of Life",2011-02-04,2018-11-05,8.29,319,2466,7,97,finished,manga,Sadaji Koike,
112774,Ojisama to Neko,"Pets, Slice of Life",2017-06-12,,8.29,322,872,0,0,currently_publishing,manga,Umi Sakurai,
135545,Ao no Hako,"Romance, School, Shounen, Sports, Team Sports",2021-04-12,,8.29,323,188,0,0,currently_publishing,manga,Kouji Miura,
9,Tsubasa: RESERVoir CHRoNiCLE,"Action, Adventure, Drama, Fantasy, Shounen",2003-05-21,2009-10-07,8.29,324,199,28,233,finished,manga, CLAMP,
18,Kodomo no Omocha,"Award Winning, Comedy, Drama, Love Polygon, Romance, School, Shoujo, Showbiz, Slice of Life",1994-07-02,1998-10-03,8.29,325,820,10,54,finished,manga,Miho Obana,
29,Paradise Kiss,"Drama, Josei, Romance, School, Visual Arts",1999-03-23,2003-03-22,8.29,326,313,5,48,finished,manga,Ai Yazawa,
149,Blame!,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",1997-01-25,2003-07-25,8.29,327,70,10,66,finished,manga,Tsutomu Nihei,
735,Black Lagoon,"Action, Adult Cast, Drama, Military, Organized Crime, Seinen",2002-04-19,,8.29,328,302,0,0,currently_publishing,manga,Rei Hiroe,
9699,Doukyuusei,"Boys Love, School, Slice of Life",2006-07-25,2007-07-27,8.29,329,450,1,6,finished,manga,Asumiko Nakamura,
14236,Love So Life,"Childcare, Romance, Shoujo",2008-04-15,2015-07-18,8.29,330,284,17,111,finished,manga,Kaede Kouchi,
16144,Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,"Drama, Horror, Mystery, Mythology, Psychological",2009-10-01,2012-02-02,8.29,331,1280,6,29,finished,manga," Ryukishi07,  Souichirou",
165876,Houkago Kitaku Biyori,"Love Status Quo, Romance, School, Seinen",2023-08-01,,8.29,332,3245,0,0,currently_publishing,manga,Mai Matsuda,
148542,Akuyaku Reijou no Naka no Hito: Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu,"Drama, Villainess",2021-11-19,,8.28,333,2564,0,0,currently_publishing,manga,"Nazuna Shiraume,  Makiburo",
26704,Shouwa Genroku Rakugo Shinjuu,"Adult Cast, Award Winning, Drama, Josei, Love Polygon, Performing Arts",2010-03-25,2016-06-07,8.28,335,2087,10,31,finished,manga,Haruko Kumota,
35573,Orange,"Drama, Love Polygon, Romance, School, Sci-Fi, Shoujo, Time Travel",2012-03-13,2022-04-08,8.28,337,73,7,38,finished,manga,Ichigo Takano,
24,D.Gray-man,"Action, Adventure, Fantasy, Shounen, Urban Fantasy",2004-05-31,,8.28,338,72,0,0,currently_publishing,manga,Katsura Hoshino,
79,Sora wa Akai Kawa no Hotori,"Action, Adventure, Award Winning, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural, Time Travel",1995-01-05,2002-06-05,8.28,339,764,28,96,finished,manga,Chie Shinohara,
267,Hellsing,"Action, Adult Cast, Gore, Historical, Horror, Seinen, Supernatural, Vampire",1997-04-30,2008-09-30,8.28,335,148,10,92,finished,manga,Kouta Hirano,
583,Claymore,"Action, Adventure, Fantasy, Gore, Horror, Shounen",2001-06-06,2014-10-04,8.28,341,35,27,159,finished,manga,Norihiro Yagi,
762,Tokyo Crazy Paradise,"Action, Comedy, Crossdressing, Drama, Organized Crime, Romance, Shoujo",1996-12-25,2002-04-25,8.28,342,1047,19,111,finished,manga,Yoshiki Nakamura,
838,Angel Densetsu,"Action, Comedy, Delinquents, Martial Arts, Romance, School, Shounen",1992-05-07,2000-02-05,8.28,343,291,15,89,finished,manga,Norihiro Yagi,
1061,Meitantei Conan,"Adventure, Award Winning, Comedy, Detective, Mystery, Shounen",1994-01-05,,8.28,344,278,0,0,currently_publishing,manga,Gosho Aoyama,
1111,Buddha,"Drama, Historical, Supernatural",1972-09,1983-11,8.28,345,1212,14,66,finished,manga,Osamu Tezuka,
1262,Higurashi no Naku Koro ni Kai: Meakashi-hen,"Drama, Horror, Mystery, Psychological, Shounen",2006-06-26,2008-02-26,8.28,346,1259,4,21,finished,manga,"Yutori Houjou,  Ryukishi07",
2459,Komatta Toki ni wa Hoshi ni Kike,"Boys Love, Comedy, Drama, Shoujo",1997-03-24,2005-05-20,8.28,347,2655,26,82,finished,manga,Miyuki Abe,
6520,Hana to Akuma,"Fantasy, Historical, Mythology, Romance, Shoujo",2007-10-20,2010-11-20,8.28,348,405,10,60,finished,manga,Hisamu Oto,
9548,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,"Drama, Horror, Mystery, Psychological",2008-06-18,2010-06-18,8.28,349,1763,6,25,finished,manga," Ryukishi07, Hinase Momoyama",
16922,Gakuen Babysitters,"Childcare, Comedy, Iyashikei, School, Shoujo, Slice of Life",2009-09-24,,8.28,350,760,0,0,currently_publishing,manga,Hari Tokeino,
102343,Fumetsu no Anata e,"Adventure, Award Winning, Drama, Shounen, Supernatural",2016-11-09,,8.28,351,136,0,0,currently_publishing,manga,Yoshitoki Ooima,
106809,Koko wa Ima kara Rinri desu.,"Drama, School, Seinen",2016-10-26,,8.28,352,653,0,0,currently_publishing,manga,Shiori Amase,
98379,Bungou Stray Dogs Wan!,"Comedy, Slice of Life, Supernatural",2015-12-22,,8.27,353,2864,0,0,currently_publishing,manga,Neco Kanai,
57,Hanazakari no Kimitachi e,"Comedy, Crossdressing, Drama, Love Polygon, Romance, School, Shoujo",1996-08-20,2004-08-20,8.27,355,502,23,148,finished,manga,Hisaya Nakajo,
704,Trigun Maximum,"Action, Adult Cast, Adventure, Award Winning, Comedy, Drama, Sci-Fi, Seinen",1997-09-30,2007-03-30,8.27,356,599,14,102,finished,manga,Yasuhiro Nightow,
1047,Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Shounen",2006-09-21,2011-04-07,8.27,357,1204,25,223,finished,manga,"Masami Kurumada, Shiori Teshirogi",
1263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,"Drama, Horror, Mystery, Psychological",2006-06-22,2008-04-22,8.27,358,1612,4,16,finished,manga,"Karin Suzuragi,  Ryukishi07",
47022,Sakamichi no Apollon: Bonus Track,"Drama, Historical, Josei, Music, Romance, Slice of Life",2012-03-28,2012-07-28,8.27,360,3216,1,5,finished,manga,Yuki Kodama,
17910,Yomawari Sensei,"Drama, Psychological, School, Seinen",2004-10-25,2008-12-25,8.26,361,1264,9,45,finished,manga,"Osamu Mizutani, Seiki Tsuchida",
72025,Kengan Ashura,"Action, Martial Arts",2012-04-18,2018-08-23,8.26,363,277,27,256,finished,manga," Daromeon, Yabako Sandrovich",
119392,Boy Meets Maria,"Boys Love, Drama, School",2017-10-28,2018-08-28,8.26,364,690,1,7,finished,manga,Kousei Eguchi,
145496,Yuki no Yousei,Boys Love,2021-07-16,2022-01-07,8.26,365,4877,1,7,finished,manga,Tomo Serizawa,
5255,Dengeki Daisy,"Comedy, Drama, Romance, Shoujo",2007-05-12,2013-12-24,8.26,366,116,16,80,finished,manga,Kyousuke Motomi,
14790,Magi,"Adventure, Award Winning, Fantasy, Shounen",2009-06-03,2017-10-11,8.26,367,78,37,369,finished,manga,Shinobu Ohtaka,
1009,Hachimitsu to Clover,"Award Winning, Comedy, Drama, Josei, Love Polygon, Romance, Slice of Life, Visual Arts",2000-04-24,2006-07-28,8.25,368,773,10,71,finished,manga,Chica Umino,
1097,Saiyuuki Gaiden,"Action, Adventure, Fantasy",1999-05-18,2009-05-16,8.25,369,1911,4,35,finished,manga,Kazuya Minekura,
1649,Liar Game,"Drama, High Stakes Game, Psychological, Seinen, Strategy Game",2005-02-17,2015-01-22,8.25,370,117,19,203,finished,manga,Shinobu Kaitani,
4258,Hikari to Tomo ni...: Jiheishouji wo Kakaete,"Award Winning, Childcare, Drama, Josei, Psychological, Slice of Life",2000-09-28,2009-04-03,8.25,371,3462,15,92,finished,manga,Keiko Tobe,
7776,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun,"Action, Comedy, Sci-Fi, Super Power",2007-02-21,,8.25,372,629,0,0,currently_publishing,manga,"Kazuma Kamachi, Motoi Fuyukawa",
17904,Kuragehime,"Award Winning, Comedy, Crossdressing, Josei, Visual Arts",2008-10-25,2017-08-25,8.25,373,407,17,93,finished,manga,Akiko Higashimura,
23571,Sunny,"Award Winning, Drama, Seinen",2010-12-25,2015-07-27,8.25,374,862,6,37,finished,manga,Taiyou Matsumoto,
112807,Boku no Kokoro no Yabai Yatsu,"Comedy, Romance, School, Shounen",2018-03-08,,8.25,377,294,0,0,currently_publishing,manga,Norio Sakurai,
119022,Kage no Jitsuryokusha ni Naritakute!,"Action, Comedy, Fantasy, Isekai, Reincarnation",2018-12-26,,8.25,378,205,0,0,currently_publishing,manga,"Anri Sakano, Daisuke Aizawa",
112091,Hidamari ga Kikoeru: Limit,"Boys Love, Slice of Life",2016-10-22,2019-12-27,8.24,379,2886,3,19,finished,manga,Yuki Fumino,
113138,Jujutsu Kaisen,"Action, School, Shounen, Supernatural",2018-03-05,2024-09-30,8.24,380,10,30,272,finished,manga,Gege Akutami,
39883,Ansatsu Kyoushitsu,"Action, Comedy, School, Shounen",2012-07-02,2016-04-25,8.24,381,74,21,187,finished,manga,Yuusei Matsui,
375,Initial D,"Action, Drama, Racing, Seinen",1995-06-26,2013-07-29,8.24,382,593,48,724,finished,manga,Shuuichi Shigeno,
481,Planetes,"Adult Cast, Award Winning, Drama, Psychological, Sci-Fi, Seinen, Slice of Life, Space, Workplace",1999-01-14,2004-01-08,8.24,384,295,4,27,finished,manga,Makoto Yukimura,
3009,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action, Adventure, Shounen",1999-12-07,2003-04-08,8.24,384,36,17,158,finished,manga,Hirohiko Araki,
4625,Kamigami no Itadaki,"Adventure, Award Winning, Drama, Mystery, Seinen, Sports",2000-02-01,2003-03-01,8.24,385,1192,5,47,finished,manga,"Baku Yumemakura, Jiro Taniguchi",
91514,Kishuku Gakkou no Juliet,"Action, Comedy, Romance, School, Shounen",2015-07-09,2019-09-04,8.24,386,271,16,121,finished,manga,Yousuke Kaneda,
96044,Taishou Otome Otogibanashi,"Comedy, Historical, Romance, Shounen, Slice of Life",2015-07-04,2017-09-04,8.24,388,740,5,42,finished,manga,Sana Kirioka,
103989,Kaichou wa Maid-sama!: Marriage,"Comedy, Romance, School, Shoujo",2013-11-08,2018-04-24,8.24,388,1155,1,7,finished,manga,Hiro Fujiwara,
162733,Mairimashita! Iruma-kun: If Episode of Mafia,"Fantasy, Organized Crime, Shounen",2023-09-12,,8.24,389,8325,0,0,currently_publishing,manga, hiroja,
141833,Hikaru ga Shinda Natsu,"Horror, Mystery, Supernatural",2021-08-31,,8.23,390,332,0,0,currently_publishing,manga, Mokumokuren,
24308,No.6,"Action, Drama, Mystery, Sci-Fi, Shoujo",2011-01-28,2013-11-28,8.23,391,349,9,35,finished,manga,"Atsuko Asano, Hinoki Kino",
47825,Steins;Gate: Aishin Meizu no Babel,"Adventure, Sci-Fi, Seinen",2012-05-19,2014-01-18,8.23,392,4416,4,19,finished,manga," Nitroplus, Shinichirou Nariie",
112115,Act-age,"Drama, Performing Arts, Shounen, Showbiz",2018-01-22,2020-08-11,8.23,393,326,12,123,discontinued,manga,"Tatsuya Matsuki, Shiro Usazaki",
92252,Koimonogatari,"Boys Love, Drama, School, Slice of Life",2013-05-22,,8.23,396,1335,0,0,currently_publishing,manga,Tohru Tagura,
103701,Beastars,"Anthropomorphic, Award Winning, Drama, Psychological, Shounen, Slice of Life",2016-09-08,2020-10-08,8.23,397,121,22,196,finished,manga,Paru Itagaki,
128,Petshop of Horrors,"Comedy, Fantasy, Horror, Josei, Mystery, Supernatural",1995,1998,8.23,400,538,10,41,finished,manga,Matsuri Akino,
445,Shonan Junai Gumi!,"Action, Comedy, Delinquents, Drama, Romance, School, Shounen",1990-09-26,1996-09-18,8.23,401,831,31,267,finished,manga,Tooru Fujisawa,
915,Rookies,"Comedy, Delinquents, Drama, School, Shounen, Slice of Life, Sports, Team Sports",1998-02-03,2003-08-25,8.23,402,766,24,233,finished,manga,Masanori Morita,
10884,Diamond no Ace,"Award Winning, School, Shounen, Sports, Team Sports",2006-05-17,2015-07-15,8.23,404,782,47,418,finished,manga,Yuuji Terajima,
11593,Yuru Yuri,"CGDCT, Comedy, Gag Humor, Girls Love, School",2008-06-18,,8.23,405,1350,0,0,currently_publishing,manga, Namori,
158,Ghost Hunt,"Drama, Horror, Mystery, Psychological, Romance, Shoujo, Supernatural",1997-12-06,2010-09-30,8.22,406,1221,12,43,finished,manga,"Shiho Inada, Fuyumi Ono",
4571,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",2006-08-10,,8.22,407,229,0,0,currently_publishing,manga,Sorata Akizuki,
14531,GTO: Shonan 14 Days,"Action, Comedy, Delinquents, Drama, Ecchi, Shounen",2009-06-10,2011-11-16,8.22,408,767,9,77,finished,manga,Tooru Fujisawa,
16593,Private Opinion: Banana Fish Another Story,"Action, Drama, Shoujo",1995-12-13,1995-12-13,8.22,409,4607,1,2,finished,manga,Akimi Yoshida,
17552,Non Non Biyori,"CGDCT, Iyashikei, School, Seinen, Slice of Life",2009-09-26,2021-02-26,8.22,410,1670,16,125,finished,manga, Atto,
26144,Danshi Koukousei no Nichijou,"Comedy, Gag Humor, School",2009-05-21,2012-09-27,8.22,411,728,7,138,finished,manga,Yasunobu Yamauchi,
110031,Summertime Render,"Mystery, Shounen, Supernatural, Suspense, Time Travel",2017-10-23,2021-02-01,8.22,414,317,13,139,finished,manga,Yasuki Tanaka,
112318,Jigokuraku,"Action, Fantasy, Historical, Shounen",2018-01-22,2021-01-25,8.22,415,60,13,128,finished,manga,Yuuji Kaku,
132962,Boku ga Otto ni Deau made,"Boys Love, Drama, Memoir",2020-04-29,2021-02-10,8.21,418,2951,1,7,finished,manga,"Yoshi Tsukizuki, Ryousuke Nanasaki",
18074,Getter Robo Saga,"Action, Mecha, Shounen",,,8.21,420,7531,9,69,finished,manga,Ken Ishikawa,
348,Genshiken,"Comedy, Drama, Otaku Culture, School, Seinen, Slice of Life",2002-04-25,2016-08-25,8.21,427,435,21,127,finished,manga,Shimoku Kio,
510,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Josei",2002-03-28,2009-06-27,8.21,428,2547,10,66,finished,manga,Kazuya Minekura,
585,Hourou Musuko,"Drama, Romance, School, Seinen",2002-11-12,2013-07-12,8.21,423,624,15,123,finished,manga,Takako Shimura,
731,Eden: It's an Endless World!,"Action, Drama, Gore, Psychological, Sci-Fi, Seinen, Suspense",1997-09-25,2008-06-25,8.21,424,264,18,127,finished,manga,Hiroki Endo,
1075,7 Seeds,"Action, Adventure, Award Winning, Drama, Horror, Mystery, Psychological, Romance, Sci-Fi, Shoujo, Survival, Suspense",2001-10-13,2017-05-27,8.21,425,779,35,178,finished,manga,Yumi Tamura,
1208,Silver Diamond,"Adventure, Boys Love, Fantasy, Isekai, Shoujo",2003-08-20,2012-05-20,8.21,426,2517,27,82,finished,manga,Shiho Sugiura,
1461,Sanctuary,"Detective, Drama, Organized Crime, Seinen, Suspense",1990,1995,8.21,428,527,12,108,finished,manga,"Ryouichi Ikegami,  Buronson",
1802,Cat Street,"Drama, Love Polygon, Romance, Shoujo, Showbiz",2004-07-13,2007-09-13,8.21,429,546,8,36,finished,manga,Yoko Kamio,
3731,Solanin,"Drama, Seinen, Slice of Life",2005-06-30,2006-04-06,8.21,430,104,2,28,finished,manga,Inio Asano,
5651,Crows,"Action, Delinquents, School, Shounen",1990,1998,8.21,431,675,26,98,finished,manga,Hiroshi Takahashi,
140409,Yoake no Uta,"Boys Love, Fantasy",2020-08-21,,8.21,433,5232,0,0,currently_publishing,manga,Ichika Yuno,
58027,Tsurezure Children,"Comedy, Romance, School, Shounen",2014-08-09,2018-07-11,8.21,425,287,12,212,finished,manga,Toshiya Wakabayashi,
62547,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, School, Shounen, Slice of Life",2012-05-25,2019-05-22,8.21,435,627,16,81,finished,manga,Jun Sakura,
103063,"Tadaima, Okaeri","Boys Love, Childcare, Slice of Life",2015-11-24,,8.21,436,3251,0,0,currently_publishing,manga,Ichi Ichikawa,
106204,Majo to Yajuu,"Action, Adult Cast, Fantasy, Seinen",2016-11-05,2023-01-22,8.21,437,977,10,58,on_hiatus,manga,Kousuke Satake,
107548,Steins;Gate 0,"Drama, Mystery, Sci-Fi, Seinen",2017-07-04,2020-02-04,8.21,438,3819,6,41,finished,manga,Taka Himeno,
103897,Dr. Stone,"Adventure, Award Winning, Sci-Fi, Shounen, Survival, Suspense",2017-03-06,2023-12-25,8.2,441,40,27,237,finished,manga,"Riichiro Inagaki,  Boichi",
108566,Machikado Mazoku,"Comedy, Mahou Shoujo, Slice of Life",2014-06-28,,8.2,442,2163,0,0,currently_publishing,manga,Izumo Ito,
24705,Aku no Hana,"Drama, Psychological, Romance, School, Shounen",2009-09-09,2014-05-09,8.2,443,66,11,58,finished,manga,Shuuzou Oshimi,
26736,Taiyou no Ie,"Award Winning, Drama, Romance, Shoujo",2010-04-24,2015-05-23,8.2,444,161,13,53,finished,manga, Taamo,
124470,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",2019-09-27,,8.2,446,4616,0,0,currently_publishing,manga,"Haruno Atori, Tappei Nagatsuki",
70801,Dead Dead Demons Dededede Destruction,"Award Winning, Drama, School, Sci-Fi, Seinen",2014-04-28,2022-02-28,8.2,448,200,12,101,finished,manga,Inio Asano,
15805,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",2008-04-22,2013-09-21,8.2,449,364,10,54,finished,manga, Maybe,
46010,xxxHOLiC: Rei,"Drama, Mystery, Seinen, Supernatural",2013-03-04,,8.19,454,1472,0,0,currently_publishing,manga, CLAMP,
92,Bishoujo Senshi Sailor Moon,"Award Winning, Drama, Fantasy, Mahou Shoujo, Romance, Shoujo",1991-12-28,1997-02-03,8.19,455,305,18,61,finished,manga,Naoko Takeuchi,
373,Meteor Methuselah,"Action, Adventure, Drama, Fantasy, Romance, Shoujo",1998-08-26,2011-05-25,8.19,456,978,11,61,finished,manga,Kaori Ozaki,
1218,Akagi: Yami ni Oritatta Tensai,"Action, Adult Cast, Drama, Organized Crime, Psychological, Strategy Game",1991-06,2018-02-01,8.19,457,1533,36,306,finished,manga,Nobuyuki Fukumoto,
2924,Historie,"Action, Adventure, Award Winning, Historical, Seinen",2003-01-25,,8.19,458,733,0,0,currently_publishing,manga,Hitoshi Iwaaki,
4453,Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,"Adventure, Fantasy",2004-12-09,2018-05-10,8.19,463,2820,7,86,finished,manga,Satoko Kiyuzuki,
115746,Shinai naru Boku e Satsui wo Komete,"Drama, Mystery, Psychological, Seinen, Suspense",2018-05-07,2020-09-07,8.19,456,377,11,98,finished,manga,"Hajime Inoryuu, Shouta Itou",
58563,Innocent,"Drama, Historical, Seinen",2013-01-31,2015-04-16,8.19,464,266,9,99,finished,manga,Shinichi Sakamoto,
140295,Tsukuritai Onna to Tabetai Onna,"Girls Love, Josei, Slice of Life",2021-01-08,,8.18,465,3412,0,0,currently_publishing,manga,Sakaomi Yuzaki,
104491,Bokura no Shokutaku,"Boys Love, Childcare, Slice of Life",2015-11-21,2017-01-21,8.18,468,1421,1,9,finished,manga,Ori Mita,
115122,Kimi ga Shinu made Koi wo Shitai,"Fantasy, Girls Love, School",2018-08-18,,8.18,469,1589,0,0,currently_publishing,manga,Nachi Aono,
